Term,Part Of Term,School,Subject,Course Number,Section Number,CRN,Title,Long_Crs_Desc,CurrentEnroll,Enrollment (Including Cross List),Max Enrollment (Including Cross List),Seats Available (Including Cross List),Wait List Count (Including Cross List),Wait List Available (Including Cross List),Part of Term Start Date,Part of Term End Date,Primary Instructor,Other Instructors,Meeting Times,Rooms
Fall 2018,Full Term,College of Liberal Arts,ECON,101,F1,10683,Economic Principles: Microeconomics,Economic Principles: Microeconomics,30,30,30,0,2,997,8/27/18,12/14/18,"Xu, Chenyang",,TR 10:25 AM - 11:40 AM,BC 215
Fall 2018,Full Term,College of Liberal Arts,ECON,101,G,10125,Economic Principles: Microeconomics,,30,30,30,0,1,998,8/27/18,12/14/18,"Safri, Maliha",,MW 11:50 AM - 01:05 PM,BC 215
Fall 2018,Full Term,College of Liberal Arts,ECON,101,L,10136,Economic Principles: Microeconomics,,28,30,30,0,2,997,8/27/18,12/14/18,"Chi, Miao",,MW 04:30 PM - 05:45 PM,BC 120
Fall 2018,Full Term,College of Liberal Arts,ECON,101,Z,10200,Economic Principles: Microeconomics,,29,29,30,1,0,999,8/27/18,12/14/18,"Xu, Chenyang",,TR 02:40 PM - 03:55 PM,BC 117
Fall 2018,Full Term,College of Liberal Arts,ECON,102,VF,10127,Economic Principles: Macroeconomics,,21,25,22,-3,0,999,8/27/18,12/14/18,"Smith, Bernard",,TR 10:25 AM - 11:40 AM,BC 217
Fall 2018,Full Term,College of Liberal Arts,ECON,102,VK,10133,Economic Principles: Macroeconomics,,23,23,24,1,0,999,8/27/18,12/14/18,"Smith, Bernard",,TR 01:15 PM - 02:30 PM,BC 217
Fall 2018,Full Term,College of Liberal Arts,ECON,241,Z,10201,Global Economy,,25,25,25,0,4,995,8/27/18,12/14/18,"Nti-Addae, Akwasi",,TR 02:40 PM - 03:55 PM,BC 204
Fall 2018,Full Term,College of Liberal Arts,ECON,242,G,10129,International Business,,25,25,25,0,0,999,8/27/18,12/14/18,"Madra, Yahya",,MW 11:50 AM - 01:05 PM,BC 204
Fall 2018,Full Term,College of Liberal Arts,ECON,245,K,10134,Environmental Economics,,25,25,25,0,1,998,8/27/18,12/14/18,"Xu, Chenyang",,TR 01:15 PM - 02:30 PM,BC 204
Fall 2018,Full Term,College of Liberal Arts,ECON,301,E,10126,Intermediate Microeconomic Theory,,18,18,24,6,0,999,8/27/18,12/14/18,"Kohn, Jennifer",,MWF 10:25 AM - 11:40 AM,BC 117
Fall 2018,Full Term,College of Liberal Arts,ECON,301,E1,10684,Intermediate Microeconomic Theory,Intermediate Microeconomic Theory,25,25,24,-1,0,999,8/27/18,12/14/18,"Madra, Yahya",,MW 10:25 AM - 11:40 AM,BC 217
Fall 2018,Full Term,College of Liberal Arts,ECON,301,T,10199,Intermediate Microeconomic Theory,,24,24,24,0,0,999,8/27/18,12/14/18,"Madra, Yahya",,MW 02:40 PM - 03:55 PM,BC 201
Fall 2018,Full Term,College of Liberal Arts,ECON,302,K,10135,Intermediate Macroeconomic Analysis,,23,23,25,2,0,999,8/27/18,12/14/18,"Ivanets, Oleg",,TR 01:15 PM - 02:30 PM,BC 120
Fall 2018,Full Term,College of Liberal Arts,ECON,303,NJ,10131,Economic Methodology And Introductory Econometrics,,17,17,17,0,3,996,8/27/18,12/14/18,"Chi, Miao",,MW 01:15 PM - 02:30 PM,BC 216
Fall 2018,Full Term,College of Liberal Arts,ECON,303,NT,10197,Economic Methodology And Introductory Econometrics,,18,18,17,-1,2,997,8/27/18,12/14/18,"Chi, Miao",,MW 02:40 PM - 03:55 PM,BC 118
Fall 2018,Full Term,College of Liberal Arts,ECON,314,E,10124,American Economic Development,,15,15,15,0,1,998,8/27/18,12/14/18,"Smith, Bernard",,MW 10:25 AM - 11:40 AM,BC 102
Fall 2018,Full Term,College of Liberal Arts,ECON,315,J,10132,"Political Economy of Race, Class, and Gender",,13,15,15,0,6,993,8/27/18,12/14/18,"Safri, Maliha",,MW 01:15 PM - 02:30 PM,BC 117
Fall 2018,Full Term,College of Liberal Arts,ECON,320,H,10130,"Money, Banking and the Macroeconomy",,21,21,25,4,0,999,8/27/18,12/14/18,"Ivanets, Oleg",,TR 11:50 AM - 01:05 PM,BC 217
Fall 2018,Full Term,College of Liberal Arts,ECON,321,R,10137,Corporate Finance,,21,23,25,2,0,999,8/27/18,12/14/18,"Anderson, David",,W 07:00 PM - 09:30 PM,BC 117
Fall 2018,Full Term,College of Liberal Arts,ECON,410,X,10859,Specialized Honors in Economics I,Specialized Honors I: Economics,1,1,1,0,0,999,8/27/18,12/14/18,"Smith, Bernard",,  - , 
Fall 2018,Full Term,College of Liberal Arts,ECON,410,X1,10888,Specialized Honors in Economics I,Specialized Honors I: Is Salary Correlated to Wins Above Replacement in Major League Baseball?,1,1,1,0,0,999,8/27/18,12/14/18,"Kohn, Jennifer",,  - , 
Fall 2018,Full Term,College of Liberal Arts,ECON,410,X2,10898,Specialized Honors in Economics I,,1,1,1,0,0,999,8/27/18,12/14/18,"Safri, Maliha",,  - , 
Fall 2018,Full Term,College of Liberal Arts,ECON,410,X3,10975,Specialized Honors in Economics I,Specialized Honors I: What are the determinants of the value of an Hermes Birkin,1,1,1,0,0,999,8/27/18,12/14/18,"Kohn, Jennifer",,  - , 
Fall 2018,Full Term,College of Liberal Arts,EDUC,300,X,10765,Independent Study: Education,Differentiated Instruction,1,17,25,8,0,999,8/27/18,12/14/18,"Flicker, Eileen",,R 04:30 PM - 07:00 PM,BC 218
Fall 2018,Full Term,College of Liberal Arts,EDUC,312,JT,10614,Assessment in Education,,11,16,25,9,0,999,8/27/18,12/14/18,"Vitalone-Raccaro, Nancy",,M 01:15 PM - 03:45 PM,BC 218
Fall 2018,Full Term,College of Liberal Arts,EDUC,315,JT,10613,Education Policy& Legal Issues,Education Policy and Legal Issues,11,19,15,-4,0,999,8/27/18,12/14/18,"McGuinn, Patrick",,W 01:15 PM - 03:45 PM,BC 218
Fall 2018,Full Term,College of Liberal Arts,ENGH,108,K,10211,US Multi-Ethnic Literature,,12,12,25,13,0,999,8/27/18,12/14/18,"Morin, Tomas",,TR 01:15 PM - 02:30 PM,BC 215
Fall 2018,Full Term,College of Liberal Arts,ENGH,120,F,10230,Intro to Film Analysis,,17,25,25,0,0,999,8/27/18,12/14/18,"Gharabaghi, Hadi",,TR 10:25 AM - 11:40 AM,LC 30
Fall 2018,Full Term,College of Liberal Arts,ENGH,121,NF,10204,Intro to Media Studies,,10,24,23,-1,1,998,8/27/18,12/14/18,"Blatter, Jeremy",,TR 10:25 AM - 11:40 AM,BC 120
Fall 2018,Full Term,College of Liberal Arts,ENGH,121,NJ,10208,Intro to Media Studies,,7,23,23,0,1,998,8/27/18,12/14/18,"Lynch, Lisa",,MW 01:15 PM - 02:30 PM,BC 203
Fall 2018,Full Term,College of Liberal Arts,ENGH,121,NK,10210,Intro to Media Studies,,5,24,24,0,0,999,8/27/18,12/14/18,"Blatter, Jeremy",,TR 01:15 PM - 02:30 PM,BC 101
Fall 2018,Full Term,College of Liberal Arts,ENGH,150,F,10203,Literary Analysis,"Literary Analysis: Murder, Mystery, and Detective Fiction",24,24,25,1,0,999,8/27/18,12/14/18,"Hala, James",,TR 10:25 AM - 11:40 AM,BC 101
Fall 2018,Full Term,College of Liberal Arts,ENGH,150,H,10712,Literary Analysis,Literary Analysis: Ghosts,23,23,25,2,0,999,8/27/18,12/14/18,"Wells, Hannah",,TR 11:50 AM - 01:05 PM,BC 218
Fall 2018,Full Term,College of Liberal Arts,ENGH,201,J,10713,Intermediate: Topics in Lit,Topics in Environmental Humanities: Environmental Literature,4,15,25,10,0,999,8/27/18,12/14/18,"Green, Elspeth",,MW 01:15 PM - 02:30 PM,HSC S244
Fall 2018,Full Term,College of Liberal Arts,ENGH,201,T,10667,Intermediate: Topics in Lit,Intermediate Selected Topics in Literature: Homer's Iliad and Odyssey and the Trojan War,2,7,25,18,0,999,8/27/18,12/14/18,"Lenz, John",,MW 02:40 PM - 03:55 PM,BC 217
Fall 2018,Full Term,College of Liberal Arts,ENGH,210,T,10228,Writing in the Discipline,Writing in the Discipline of English,15,15,15,0,5,994,8/27/18,12/14/18,"Hala, James",,MW 02:40 PM - 03:55 PM,BC 203
Fall 2018,Full Term,College of Liberal Arts,ENGH,244,Q,10227,Introduction to Journalism,,17,17,15,-2,0,999,8/27/18,12/14/18,"Moore, Elizabeth",,T 07:00 PM - 09:30 PM,BC 203
Fall 2018,Full Term,College of Liberal Arts,ENGH,246,KZ,10214,Business Communications,,16,16,16,0,0,999,8/27/18,12/14/18,"Lichtblau, Julia",,T 01:15 PM - 03:45 PM,BC 216
Fall 2018,Full Term,College of Liberal Arts,ENGH,250,G,10206,The Medieval Period,The Medieval Period:Mapping the Anglo-American Literary Tradition,15,15,15,0,1,998,8/27/18,12/14/18,"Hala, James",,MW 11:50 AM - 01:05 PM,BC 118
Fall 2018,Full Term,College of Liberal Arts,ENGH,257,T,10763,Shakespeare,,7,7,15,8,0,999,8/27/18,12/14/18,"Low, Jennifer",,MW 02:40 PM - 03:55 PM,HSC S305
Fall 2018,Full Term,College of Liberal Arts,ENGH,301,L,10216,Advanced Topics in Lit. Study,Advanced Topics in Literary Study: American Empires: Postcolonialism & Contemporary American Fiction,11,11,15,4,0,999,8/27/18,12/14/18,"Terwilliger, Camron",,W 04:00 PM - 06:30 PM,BC 202
Fall 2018,Full Term,College of Liberal Arts,ENGH,324,M,10217,Filming American Feminisms,,17,22,20,-2,2,997,8/27/18,12/14/18,"Kolmar, Wendy",,T 04:00 PM - 07:00 PM,BC 120
Fall 2018,Full Term,College of Liberal Arts,ENGH,330,M,10221,Creative Nonfiction Workshop,,14,14,15,1,0,999,8/27/18,12/14/18,"Chapin, Andrea",,T 04:00 PM - 06:30 PM,BC 102
Fall 2018,Full Term,College of Liberal Arts,ENGH,332,KZ,10215,Short Fiction Workshop,,15,15,15,0,0,999,8/27/18,12/14/18,"Chapin, Andrea",,T 01:15 PM - 03:45 PM,BC 102
Fall 2018,Full Term,College of Liberal Arts,ENGH,333,JT,10757,Poetry Workshop,,15,15,15,0,1,998,8/27/18,12/14/18,"Beresford, Hannah",,M 01:15 PM - 03:45 PM,BC 103
Fall 2018,Full Term,College of Liberal Arts,ENGH,333,M,10758,Poetry Workshop,,15,15,15,0,0,999,8/27/18,12/14/18,"Morin, Tomas",,R 04:00 PM - 06:30 PM,BC 118
Fall 2018,Full Term,College of Liberal Arts,ENGH,334,KZ,10756,Advanced FIction Workshop,,10,10,12,2,0,999,8/27/18,12/14/18,"Zoffness, Courtney",,R 01:15 PM - 03:45 PM,SIT 101
Fall 2018,Full Term,College of Liberal Arts,ENGH,346,G,10634,"Blogs, Tweets, & Social Media","Blogs, Tweets, and Social Media: The Art of Digital Communication",16,16,16,0,8,991,8/27/18,12/14/18,"Jamieson, Sandra",,MW 11:50 AM - 01:05 PM,BC 103
Fall 2018,Full Term,College of Liberal Arts,ENGH,349,L,10218,Writing Across Curriculum,Peer to Peer Mentoring: Theory and Practice,13,13,15,2,0,999,8/27/18,12/14/18,"Jamieson, Sandra",,M 04:00 PM - 05:00 PM,BC 202
Fall 2018,Full Term,College of Liberal Arts,ENGH,349,L1,10714,Writing Across Curriculum,,6,6,15,9,0,999,8/27/18,12/14/18,"Jamieson, Sandra",,W 04:00 PM - 05:00 PM,SIT 101
Fall 2018,Full Term,College of Liberal Arts,ENGH,349,M,10223,Writing Across Curriculum,Peer to Peer Mentoring: Theory and Practice,6,6,15,9,0,999,8/27/18,12/14/18,"Jamieson, Sandra",,T 04:00 PM - 05:00 PM,BC 202
Fall 2018,Full Term,College of Liberal Arts,ENGH,372,JT,10232,Adv Lit Studies: Post 1900,"History, Memory, Literature",9,9,15,6,0,999,8/27/18,12/14/18,"Wells, Hannah",,W 01:15 PM - 03:45 PM,SIT 101
Fall 2018,Full Term,College of Liberal Arts,ENGH,380,X,10635,London Semester,London Semester Interdisciplinary Colloquium,2,2,15,13,0,999,8/27/18,12/14/18,"Levi, Neil",,  - , 
Fall 2018,Full Term,College of Liberal Arts,ENGH,383,X,10636,British Political Drama,,5,5,15,10,0,999,8/27/18,12/14/18,"Levi, Neil",,  - , 
Fall 2018,Full Term,College of Liberal Arts,ENGH,384,X,10637,British Literature: London,London Literature,4,4,15,11,0,999,8/27/18,12/14/18,"Levi, Neil",,  - , 
Fall 2018,Full Term,College of Liberal Arts,ENGH,400,JT,10231,Senior Capstone,,11,11,15,4,0,999,8/27/18,12/14/18,"Kolmar, Wendy",,M 01:15 PM - 03:45 PM,SIT 101
Fall 2018,Full Term,College of Liberal Arts,ENGH,410,X,10832,Specialized Honors I,Specialized Honors I: Body Editing Software's Effects on Body Image,1,1,1,0,0,0,8/27/18,12/14/18,"Lynch, Lisa",,  - , 
Fall 2018,Full Term,College of Liberal Arts,ENGH,410,X2,10965,Specialized Honors I,Specialized Honors I: Short Fiction Thesis,1,1,1,0,0,0,8/27/18,12/14/18,"Morin, Tomas",,  - , 
Fall 2018,Full Term,College of Liberal Arts,ENV,150,E,10682,Great Challenges in Envi. Sci,Great Challenges in Environmental Science,24,24,24,0,1,998,8/27/18,12/14/18,"Bajcz, Alex",,MW 10:25 AM - 11:40 AM,HSC S105
Fall 2018,Full Term,College of Liberal Arts,ENV,150,F,10583,Great Challenges in Envi. Sci,Great Challenges in Environmental Science,24,24,24,0,0,999,8/27/18,12/14/18,"Maier, Caroline",,TR 10:25 AM - 11:40 AM,BC 204
Fall 2018,Full Term,College of Liberal Arts,ENV,302,D,10767,Geographic Information Systems,,6,20,20,0,1,998,8/27/18,12/14/18,"Jordan, Lisa",,TR 09:00 AM - 10:15 AM,BC 1
Fall 2018,Full Term,College of Liberal Arts,EOS,101,M,10584,EOS 101 Seminar,Educational Opportunity Scholar's Seminar,16,16,20,4,0,999,8/27/18,12/14/18,"Jennings, George-Harold",,R 04:30 PM - 05:45 PM,BC 117
Fall 2018,Full Term,College of Liberal Arts,ESS,210,H,10171,"Environment, Society and Sustainability","Environment, Society and Sustainability",27,27,25,-2,0,999,8/27/18,12/14/18,"Jordan, Lisa",,TR 11:50 AM - 01:05 PM,BC 120
Fall 2018,Full Term,College of Liberal Arts,ESS,281,J,10681,Topics in Environmental Humanities,Topics in Environmental Humanities: Environmental Literature,11,15,25,10,0,0,8/27/18,12/14/18,"Green, Elspeth",,MW 01:15 PM - 02:30 PM,HSC S244
Fall 2018,Full Term,College of Liberal Arts,ESS,283,F,10168,Topics: Environment & Society,,14,24,25,1,0,999,8/27/18,12/14/18,"Carter, Timothy",,TR 10:25 AM - 11:40 AM,BC 203
Fall 2018,Full Term,College of Liberal Arts,ESS,383,G,10170,Advanced Topics: Environment and Society,Advanced Topics: Environment and Society - Environmental Justice,11,20,20,0,0,999,8/27/18,12/14/18,"Jordan, Lisa",,MW 11:50 AM - 01:05 PM,HSC S3A
Fall 2018,Full Term,College of Liberal Arts,ESS,410,X,10903,Specialized Honors in Environmental Studies and Sustainability I,Specialized Honors I: Analyzing Colony Collapse Disorder in the US,1,1,1,0,0,999,8/27/18,12/14/18,"Jordan, Lisa",,  - , 
Fall 2018,Full Term,College of Liberal Arts,ESS,410,X1,10928,Specialized Honors in Environmental Studies and Sustainability I,Specialized Honors 1: Hybridization of Fundulus heteroclitus and F. grandis,1,1,1,0,0,999,8/27/18,12/14/18,"Windfelder, Tammy",,  - , 
Fall 2018,Full Term,College of Liberal Arts,FILM,101,F,10673,The Art of Film,Introduction to Film Analysis,8,25,25,0,0,999,8/27/18,12/14/18,"Gharabaghi, Hadi",,TR 10:25 AM - 11:40 AM,LC 30
Fall 2018,Full Term,College of Liberal Arts,FREN,101,E,10173,Fundamentals of Oral and Written French I,,18,18,18,0,0,999,8/27/18,12/14/18,"Fortune, Sophia",,MWF 10:25 AM - 11:30 AM,BC 103
Fall 2018,Full Term,College of Liberal Arts,FREN,101,T,10180,Fundamentals of Oral and Written French I,,10,10,18,8,0,999,8/27/18,12/14/18,"Fortune, Sophia",,MWF 02:40 PM - 03:45 PM,HSC S139
Fall 2018,Full Term,College of Liberal Arts,FREN,102,E,10174,Fundamentals of Oral and Written French II,,18,18,18,0,0,999,8/27/18,12/14/18,"Britt, Stefania",,MWF 10:25 AM - 11:30 AM,BC 104
Fall 2018,Full Term,College of Liberal Arts,FREN,102,J,10177,Fundamentals of Oral and Written French II,,11,11,18,7,0,999,8/27/18,12/14/18,"Politano, Cristina",,MWF 01:15 PM - 02:20 PM,BC 118
Fall 2018,Full Term,College of Liberal Arts,FREN,201,G,10176,Intermediate French,,16,16,16,0,0,999,8/27/18,12/14/18,"Politano, Cristina",,MWF 11:50 AM - 12:55 PM,BC 202
Fall 2018,Full Term,College of Liberal Arts,FREN,201,J,10178,Intermediate French,,11,11,16,5,0,999,8/27/18,12/14/18,"Britt, Stefania",,MWF 01:15 PM - 02:20 PM,BC 104
Fall 2018,Full Term,College of Liberal Arts,FREN,302,G,10175,Current Events and Contemporary France,Contemporary French Society and Cross-Cultural Perspectives,15,15,16,1,0,999,8/27/18,12/14/18,"Fortune, Sophia",,MW 11:50 AM - 01:05 PM,BC 104
Fall 2018,Full Term,College of Liberal Arts,FREN,310,T,10181,Introduction to Literature and Culture,,14,14,16,2,0,999,8/27/18,12/14/18,"Placet-Kouassi, Muriel",,MW 02:40 PM - 03:55 PM,EMB 206
Fall 2018,Full Term,College of Liberal Arts,FREN,368,P,10179,Selected Topics in French and,Selected Topics in French: Africa in French: Voices from Africa and its Diaspora,12,12,16,4,0,999,8/27/18,12/14/18,"Placet-Kouassi, Muriel",,M 07:00 PM - 09:30 PM,EMB 206
Fall 2018,Full Term,College of Liberal Arts,GERM,101,G,10184,Elementary German I,,17,17,20,3,0,999,8/27/18,12/14/18,"Kupper, Patricia",,MWF 11:50 AM - 12:55 PM,BC 217
Fall 2018,Full Term,College of Liberal Arts,GERM,201,E,10183,Intermediate German,,13,13,15,2,0,999,8/27/18,12/14/18,"Kupper, Patricia",,MWF 10:25 AM - 11:30 AM,EMB 206
Fall 2018,Full Term,College of Liberal Arts,GERM,301,C,10182,Introduction to German Studies,,9,9,15,6,0,999,8/27/18,12/14/18,"Tracy, Tina",,MWF 09:10 AM - 10:15 AM,BC 202
Fall 2018,Full Term,College of Liberal Arts,HIST,101,J,10244,"History of the United States, from Contact to 1877",,24,24,33,9,0,999,8/27/18,12/14/18,"Kirby-Calder, Mary",,MW 01:15 PM - 02:30 PM,BC 217
Fall 2018,Full Term,College of Liberal Arts,HIST,104,G,10242,"European History 1492-1789: Reformation, Enlightenment, and Revolution",Early Europe,12,12,40,28,0,999,8/27/18,12/14/18,"Baring, Edward",,MW 11:50 AM - 01:05 PM,SEM 205
Fall 2018,Full Term,College of Liberal Arts,HIST,215,T,10250,History by the Numbers,,21,21,25,4,0,999,8/27/18,12/14/18,"Evans, Clifford",,MW 02:40 PM - 03:55 PM,BC 101
Fall 2018,Full Term,College of Liberal Arts,HIST,230,Z,10251,History of Ancient Greece,,10,18,25,7,0,999,8/27/18,12/14/18,"Lenz, John",,TR 02:40 PM - 03:55 PM,BC 217
Fall 2018,Full Term,College of Liberal Arts,HIST,257,K,10248,History of the Modern Middle East,,27,27,25,-2,1,998,8/27/18,12/14/18,"Taylor, Christopher",,TR 01:15 PM - 02:30 PM,SEM 109
Fall 2018,Full Term,College of Liberal Arts,HIST,312,F,10241,The United States Since World War II,,25,25,25,0,1,998,8/27/18,12/14/18,"Carter, James",,TR 10:25 AM - 11:40 AM,SEM 109
Fall 2018,Full Term,College of Liberal Arts,HIST,350,C,10239,History of American Journalism,,20,20,25,5,0,999,8/27/18,12/14/18,"Rose, Jonathan",,MWF 09:10 AM - 10:15 AM,SEM 210
Fall 2018,Full Term,College of Liberal Arts,HIST,370,E,10732,History of Sexuality,,9,19,25,6,0,999,8/27/18,12/14/18,"Kirby-Calder, Mary",,MW 10:25 AM - 11:40 AM,HSC S139
Fall 2018,Full Term,College of Liberal Arts,HIST,380,X,10643,London Sem. Interd. Colloquium,London Semester Interdisciplinary Colloquium,2,2,15,13,0,999,8/27/18,12/14/18,"Levi, Neil",,  - , 
Fall 2018,Full Term,College of Liberal Arts,HIST,381,X,10644,Contemporary British Politics,,2,2,15,13,0,999,8/27/18,12/14/18,"Levi, Neil",,  - , 
Fall 2018,Full Term,College of Liberal Arts,HIST,400,JT,10245,Capstone History Research Semi,,11,11,12,1,0,999,8/27/18,12/14/18,"Rose, Jonathan",,W 01:15 PM - 03:45 PM,BC 13A
Fall 2018,Full Term,College of Liberal Arts,HIST,410,X,10837,Specialized Honors in History I,,1,1,1,0,0,999,8/27/18,12/14/18,"Baring, Edward",,  - , 
Fall 2018,Full Term,College of Liberal Arts,HIST,410,X1,10865,Specialized Honors in History I,Specialized Honors I: Masculinity and Midwifery,1,1,1,0,0,999,8/27/18,12/14/18,"Kirby-Calder, Mary",,  - , 
Fall 2018,Full Term,College of Liberal Arts,HIST,410,X2,10935,Specialized Honors in History I,Specialized Honors 1: Cultural Encounters in the Early Medieval Mediterranean,1,1,1,0,0,999,8/27/18,12/14/18,"Mann, Jesse",,  - , 
Fall 2018,Full Term,College of Liberal Arts,HIST,411,X,10936,Specialized Honors in History II,Specialized Honors II: Cultural Encounters in the Early Medieval Mediterranean,1,1,1,0,0,999,8/27/18,12/14/18,"Mann, Jesse",,  - , 
Fall 2018,Full Term,College of Liberal Arts,HON,101,M,10371,Honors Colloquium,,19,19,16,-3,0,999,8/27/18,12/14/18,"Dunaway, Stephen",,R 04:30 PM - 05:20 PM,BC 204
Fall 2018,Full Term,College of Liberal Arts,HON,101,M1,10372,Honors Colloquium,,18,18,16,-2,1,998,8/27/18,12/14/18,"Dunaway, Stephen",,R 05:30 PM - 06:20 PM,BC 204
Fall 2018,Full Term,College of Liberal Arts,HON,101,M2,10373,Honors Colloquium,,20,20,16,-4,0,999,8/27/18,12/14/18,"Larson, Bjorg",,R 04:30 PM - 05:20 PM,BC 120
Fall 2018,Full Term,College of Liberal Arts,HON,101,M3,10374,Honors Colloquium,,20,20,16,-4,0,999,8/27/18,12/14/18,"Larson, Bjorg",,R 03:30 PM - 04:20 PM,BC 103
Fall 2018,Full Term,College of Liberal Arts,HON,300,X,10265,Honors Tutorial,,0,0,0,0,0,0,8/27/18,12/14/18,,,  - , 
Fall 2018,Full Term,College of Liberal Arts,HOST,233,HQ,10187,Perspectives on the Holocaust,,14,14,25,11,0,999,8/27/18,12/14/18,"Saltzman, Ann",,T 04:00 PM - 06:30 PM,BC 204
Fall 2018,Full Term,College of Liberal Arts,HUM,215H,J,10380,"From Renaissance to the Enlightenment Through Art, Literature, Religion and Music","From the Renaissance to the Enlightenment Through Art, Literature, Religion, and Music",9,9,16,7,0,999,8/27/18,12/14/18,"Pieretti, Marie-Pascale","Kuntz, Margaret; LaPenta, Daniel; Lee, Seung-Kee; Sprout, Leslie",MW 01:15 PM - 02:30 PM,SEM 212
Fall 2018,Full Term,College of Liberal Arts,HUM,215H,J,10380,"From Renaissance to the Enlightenment Through Art, Literature, Religion and Music","From the Renaissance to the Enlightenment Through Art, Literature, Religion, and Music",9,9,16,7,0,999,8/27/18,12/14/18,"Pieretti, Marie-Pascale","Kuntz, Margaret; LaPenta, Daniel; Lee, Seung-Kee; Sprout, Leslie",MW 01:15 PM - 02:30 PM,SEM 212
Fall 2018,Full Term,College of Liberal Arts,HUM,215H,J,10380,"From Renaissance to the Enlightenment Through Art, Literature, Religion and Music","From the Renaissance to the Enlightenment Through Art, Literature, Religion, and Music",9,9,16,7,0,999,8/27/18,12/14/18,"Pieretti, Marie-Pascale","Kuntz, Margaret; LaPenta, Daniel; Lee, Seung-Kee; Sprout, Leslie",MW 01:15 PM - 02:30 PM,SEM 212
Fall 2018,Full Term,College of Liberal Arts,HUM,215H,J,10380,"From Renaissance to the Enlightenment Through Art, Literature, Religion and Music","From the Renaissance to the Enlightenment Through Art, Literature, Religion, and Music",9,9,16,7,0,999,8/27/18,12/14/18,"Pieretti, Marie-Pascale","Kuntz, Margaret; LaPenta, Daniel; Lee, Seung-Kee; Sprout, Leslie",MW 01:15 PM - 02:30 PM,SEM 212
Fall 2018,Full Term,College of Liberal Arts,HUM,215H,J,10380,"From Renaissance to the Enlightenment Through Art, Literature, Religion and Music","From the Renaissance to the Enlightenment Through Art, Literature, Religion, and Music",9,9,16,7,0,999,8/27/18,12/14/18,"Pieretti, Marie-Pascale","Kuntz, Margaret; LaPenta, Daniel; Lee, Seung-Kee; Sprout, Leslie",MW 01:15 PM - 02:30 PM,SEM 212
Fall 2018,Full Term,College of Liberal Arts,HUM,236H,E,10638,The Humanities and Latin Amer.,The Humanities and Latin America: Caribbean Cultural Identities and Expressions,25,25,25,0,2,997,8/27/18,12/14/18,"Pieretti, Marie-Pascale","Rosales, Raul",MW 10:25 AM - 11:40 AM,BC 204
Fall 2018,Full Term,College of Liberal Arts,HUM,236H,E,10638,The Humanities and Latin Amer.,The Humanities and Latin America: Caribbean Cultural Identities and Expressions,25,25,25,0,2,997,8/27/18,12/14/18,"Pieretti, Marie-Pascale","Rosales, Raul",MW 10:25 AM - 11:40 AM,BC 204
Fall 2018,Full Term,College of Liberal Arts,INTC,200,X,10964,Internship Project,,2,2,100,98,0,999,8/27/18,12/14/18,"Hinman, William",,  - , 
Fall 2018,Full Term,College of Liberal Arts,IREL,402,X,10973,International Relations Capstone,International Relations Capstone,1,1,1,0,0,999,8/27/18,12/14/18,"Yordan, Carlos",,  - , 
Fall 2018,Full Term,College of Liberal Arts,IREL,410,X,10894,Spec Hon I: Intl Relations I,Specialized Honors I: Language Politics in International Organizations: English as a lingua franca,0,0,1,1,0,999,8/27/18,12/14/18,"Yordan, Carlos",,  - , 
Fall 2018,Full Term,College of Liberal Arts,ITAL,101,E,10188,Fundamentals of Oral & Written Italian I,Fundamentals of Oral and Written Italian I,18,18,18,0,0,999,8/27/18,12/14/18,"Santoro, Lara",,MWF 10:25 AM - 11:30 AM,BC 13A
Fall 2018,Full Term,College of Liberal Arts,ITAL,101,G,10190,Fundamentals of Oral & Written Italian I,Fundamentals of Oral and Written Italian I,18,18,18,0,0,999,8/27/18,12/14/18,"Santoro, Lara",,MWF 11:50 AM - 12:55 PM,HSC S139
Fall 2018,Full Term,College of Liberal Arts,ITAL,101,J,10192,Fundamentals of Oral & Written Italian I,,12,12,18,6,0,999,8/27/18,12/14/18,"Curcio, Timothy",,MWF 01:15 PM - 02:20 PM,TIL 101
Fall 2018,Full Term,College of Liberal Arts,ITAL,201,E,10189,Intermediate Italian,,18,18,19,1,0,999,8/27/18,12/14/18,"Occhipinti, Emanuele",,MWF 10:25 AM - 11:30 AM,TIL 101
Fall 2018,Full Term,College of Liberal Arts,ITAL,201,G,10191,Intermediate Italian,,13,13,18,5,0,999,8/27/18,12/14/18,"Curcio, Timothy",,MWF 11:50 AM - 12:55 PM,BC 102
Fall 2018,Full Term,College of Liberal Arts,ITAL,308,T,10195,From Book to Screen,,9,14,15,1,0,999,8/27/18,12/14/18,"Occhipinti, Emanuele",,MW 02:40 PM - 03:55 PM,BC 202
Fall 2018,Full Term,College of Liberal Arts,ITAL,308,X,10194,From Book to Screen,,5,14,15,1,0,999,8/27/18,12/14/18,"Occhipinti, Emanuele",,  - , 
Fall 2018,Full Term,College of Liberal Arts,LAT,101,J,10196,Elementary Latin I,,10,10,20,10,0,999,8/27/18,12/14/18,"Weimer, Christopher",,MWF 01:15 PM - 02:20 PM,HSC S139
Fall 2018,Full Term,College of Liberal Arts,LAT,201,G,10198,Intermediate Latin: Prose,,10,10,10,0,0,999,8/27/18,12/14/18,"Weimer, Christopher",,MWF 11:50 AM - 01:05 PM,EMB 206
